DateTime,TodaysCondition,HTempC,LTempC,CurrTemp,CurrCond,WSpeedKmh,Direction,UV,Hum
"January 31, 2019 at 06:00AM",Mostly Sunny,40,22,24,Clear,8,North,0,83
"January 31, 2019 at 07:00AM",Mostly Sunny,40,22,24,Sunny,10,North,0,83
"January 31, 2019 at 08:00AM",Mostly Sunny,40,22,25,Sunny,8,North,1,75
"January 31, 2019 at 09:00AM",Mostly Sunny,40,22,30,Sunny,10,North,3,59
"January 31, 2019 at 10:01AM",Mostly Sunny,40,22,33,Sunny,10,North,6,50
"January 31, 2019 at 11:00AM",Partly Cloudy,39,22,35,Sunny,11,North,10,44
"January 31, 2019 at 12:00PM",Mostly Sunny,39,22,37,Sunny,11,North,11,37
"January 31, 2019 at 01:00PM",Mostly Sunny,38,22,38,Sunny,11,Northwest,11,36
"January 31, 2019 at 02:00PM",Mostly Sunny,39,22,38,Fair,10,West,11,32
"January 31, 2019 at 03:00PM",Mostly Sunny,39,22,38,Fair,16,South,11,31
"January 31, 2019 at 04:00PM",Showers Early,,22,37,Fair,16,South,9,33
"January 31, 2019 at 05:00PM",Showers Early,,22,36,Fair,18,South,6,35
"January 31, 2019 at 06:00PM",Showers Early,,22,34,Fair,16,Southeast,1,40
"January 31, 2019 at 07:00PM",Partly Cloudy,,22,33,Fair,16,South,0,44
"January 31, 2019 at 08:00PM",Mostly Clear,,22,31,Fair,16,Southeast,0,49
"January 31, 2019 at 09:00PM",Mostly Clear,,21,27,Fair,10,South,0,63
"January 31, 2019 at 10:00PM",Mostly Clear,,22,27,Clear,8,South,0,68
"January 31, 2019 at 11:00PM",Mostly Clear,,22,26,Clear,5,Southwest,0,74
"February 01, 2019 at 12:00AM",Mostly Clear,,22,25,Clear,5,Northwest,0,75
"February 01, 2019 at 01:00AM",Partly Cloudy,,22,24,Clear,6,Northwest,0,79
"February 01, 2019 at 02:00AM",Mostly Clear,,22,24,Clear,6,Northwest,0,79
"February 01, 2019 at 03:00AM",Mostly Clear,,23,24,Clear,8,Northwest,0,80
"February 01, 2019 at 04:00AM",Partly Cloudy,40,23,24,Fair,6,North,0,81
"February 01, 2019 at 05:00AM",Partly Cloudy,40,24,23,Fair,6,North,0,81
"February 01, 2019 at 06:00AM",Partly Cloudy,40,23,24,Fair,8,North,0,81
"February 01, 2019 at 07:00AM",Partly Cloudy,40,24,24,Fair,6,North,0,81
"February 01, 2019 at 08:00AM",Partly Cloudy,40,24,26,Sunny,8,Northwest,1,75
"February 01, 2019 at 09:00AM",Partly Cloudy,38,22,29,Sunny,8,North,3,63
"February 01, 2019 at 10:00AM",Partly Cloudy,40,24,32,Sunny,11,North,6,52
"February 01, 2019 at 11:00AM",Partly Cloudy,39,23,34,Fair,11,North,10,46
"February 01, 2019 at 12:00PM",Partly Cloudy,39,24,36,Fair,11,North,11,40
"February 01, 2019 at 01:00PM",Scattered Thunderstorms,38,24,37,Fair,11,North,11,39
"February 01, 2019 at 02:00PM",Isolated Thunderstorms,39,23,38,Partly Cloudy,11,North,11,38
"February 01, 2019 at 03:00PM",Scattered Thunderstorms,39,23,38,Partly Cloudy,11,Southeast,11,35
"February 01, 2019 at 04:00PM",Thunderstorms Early,,23,38,Partly Cloudy,13,South,8,35
"February 01, 2019 at 05:00PM",Thunderstorms Early,,23,37,Rain Shower,13,South,5,38
"February 01, 2019 at 06:00PM",Thunderstorms Early,,24,36,Fair,14,South,2,44
"February 01, 2019 at 07:00PM",Thunderstorms Early,,22,33,Sunny,14,South,0,50
"February 01, 2019 at 08:00PM",Mostly Clear,,24,32,Sunny,11,South,0,55
"February 01, 2019 at 09:00PM",Mostly Clear,,24,29,Clear,8,Southwest,0,63
"February 01, 2019 at 10:00PM",Mostly Clear,,24,28,Clear,6,Southwest,0,67
"February 01, 2019 at 11:00PM",Mostly Clear,,24,27,Clear,5,Southwest,0,70
"February 02, 2019 at 12:00AM",Mostly Clear,,24,26,Clear,6,Northwest,0,78
"February 02, 2019 at 01:00AM",Clear,,24,26,Fair,6,Northwest,0,79
"February 02, 2019 at 02:00AM",Clear,,24,26,Clear,6,Northwest,0,81
"February 02, 2019 at 03:00AM",Clear,,24,25,Clear,8,Northwest,0,83
"February 02, 2019 at 04:00AM",Mostly Sunny,41,23,25,Clear,8,Northwest,0,84
"February 02, 2019 at 05:00AM",Mostly Sunny,41,24,24,Clear,10,North,0,84
"February 02, 2019 at 06:00AM",Mostly Sunny,41,24,25,Clear,8,Northeast,0,84
"February 02, 2019 at 07:00AM",Mostly Sunny,41,24,25,Sunny,8,North,0,81
"February 02, 2019 at 08:00AM",Mostly Sunny,41,24,27,Sunny,10,North,1,70
"February 02, 2019 at 09:00AM",Mostly Sunny,39,23,31,Sunny,13,North,3,59
"February 02, 2019 at 10:00AM",Mostly Sunny,41,24,33,Sunny,14,North,6,51
"February 02, 2019 at 11:00AM",Isolated Thunderstorms,40,24,36,Sunny,18,North,10,41
"February 02, 2019 at 12:00PM",PM Thunderstorms,41,24,38,Sunny,16,North,11,37
"February 02, 2019 at 01:00PM",Scattered Thunderstorms,39,24,38,Sunny,14,North,11,38
"February 02, 2019 at 02:00PM",Scattered Thunderstorms,39,24,38,Fair,16,North,11,37
"February 02, 2019 at 03:00PM",Scattered Thunderstorms,39,24,38,Partly Cloudy,13,North,11,36
"February 02, 2019 at 04:00PM",Thunderstorms Early,,24,38,Partly Cloudy,13,Southeast,7,36
"February 02, 2019 at 05:00PM",Thunderstorms Early,,24,38,Partly Cloudy,14,South,4,37
"February 02, 2019 at 06:00PM",Thunderstorms Early,,24,37,Partly Cloudy,14,South,2,40
"February 02, 2019 at 07:00PM",Thunderstorms Early,,24,31,Rain Shower,14,South,1,56
"February 02, 2019 at 08:00PM",Clear,,23,31,Fair,13,South,0,60
"February 02, 2019 at 09:00PM",Clear,,24,30,Clear,11,South,0,63
"February 02, 2019 at 10:00PM",Clear,,24,29,Clear,6,South,0,67
"February 02, 2019 at 11:00PM",Clear,,23,28,Clear,6,Southwest,0,72
"February 03, 2019 at 12:00AM",Clear,,23,27,Clear,8,Northwest,0,77
"February 03, 2019 at 01:00AM",Clear,,24,27,Clear,8,Northwest,0,77
"February 03, 2019 at 02:00AM",Clear,,23,26,Clear,6,Northwest,0,83
"February 03, 2019 at 03:00AM",Clear,,24,26,Clear,8,Northwest,0,82
"February 03, 2019 at 04:00AM",PM Thunderstorms,37,23,26,Clear,8,Northwest,0,82
"February 03, 2019 at 05:00AM",PM Thunderstorms,36,23,25,Clear,6,North,0,84
"February 03, 2019 at 06:00AM",Scattered Thunderstorms,36,23,25,Clear,6,North,0,84
"February 03, 2019 at 07:00AM",Partly Cloudy,36,24,25,Sunny,6,North,0,81
"February 03, 2019 at 08:00AM",Partly Cloudy,36,24,27,Fair,5,North,1,77
"February 03, 2019 at 09:00AM",Partly Cloudy,36,24,30,Partly Cloudy,6,North,3,73
"February 03, 2019 at 10:00AM",Partly Cloudy,36,24,32,Partly Cloudy,6,Southwest,6,64
"February 03, 2019 at 11:00AM",Partly Cloudy,36,24,33,Partly Cloudy,10,Southwest,10,59
"February 03, 2019 at 12:00PM",Partly Cloudy,36,24,35,Partly Cloudy,8,South,11,55
"February 03, 2019 at 01:00PM",Partly Cloudy,36,24,36,Partly Cloudy,11,Southeast,11,52
"February 03, 2019 at 02:00PM",Mostly Cloudy,36,24,36,Partly Cloudy,13,Southeast,11,52
"February 03, 2019 at 03:00PM",Partly Cloudy,36,24,36,Mostly Cloudy,18,South,10,53
"February 03, 2019 at 04:00PM",Cloudy,,24,34,Partly Cloudy,19,South,7,55
"February 03, 2019 at 05:00PM",Cloudy,,24,33,Partly Cloudy,19,South,4,54
"February 03, 2019 at 06:00PM",Cloudy,,24,32,Partly Cloudy,23,South,2,57
"February 03, 2019 at 07:00PM",Partly Cloudy,,23,32,Partly Cloudy,23,South,1,57
"February 03, 2019 at 08:00PM",Mostly Cloudy,,24,29,Partly Cloudy,16,South,0,67
"February 03, 2019 at 09:00PM",Mostly Cloudy,,24,29,Partly Cloudy,14,Southeast,0,72
"February 03, 2019 at 10:00PM",Mostly Cloudy,,24,27,Mostly Cloudy,10,Southeast,0,80
"February 03, 2019 at 11:00PM",Cloudy,,24,27,Mostly Cloudy,6,Southeast,0,83
"February 04, 2019 at 12:00AM",Cloudy,,23,27,Mostly Cloudy,8,Southeast,0,83
"February 04, 2019 at 01:00AM",Cloudy,,22,26,Cloudy,6,Southeast,0,87
"February 04, 2019 at 02:00AM",Cloudy,,23,26,Mostly Cloudy,5,Southeast,0,86
"February 04, 2019 at 03:00AM",Cloudy,,23,26,Mostly Cloudy,5,Southeast,0,90
"February 04, 2019 at 04:00AM",Thunderstorms,30,22,25,Mostly Cloudy,3,Southeast,0,90
"February 04, 2019 at 05:00AM",Thunderstorms,31,22,25,Mostly Cloudy,3,Southeast,0,91
"February 04, 2019 at 06:00AM",Thunderstorms,28,22,25,Mostly Cloudy,3,Southeast,0,90
"February 04, 2019 at 07:00AM",Thunderstorms,28,22,25,Mostly Cloudy,6,Northwest,0,91
"February 04, 2019 at 08:00AM",Thunderstorms,28,22,25,Mostly Cloudy,5,Southwest,0,92
"February 04, 2019 at 09:00AM",Thunderstorms,28,22,26,Cloudy,5,West,2,88
"February 04, 2019 at 10:00AM",Thunderstorms,28,21,27,Cloudy,6,Southwest,4,84
"February 04, 2019 at 11:00AM",Thunderstorms,28,22,27,Mostly Cloudy,5,Southwest,6,82
"February 04, 2019 at 12:00PM",Thunderstorms,27,22,27,Mostly Cloudy,8,South,8,83
"February 04, 2019 at 01:00PM",Thunderstorms,27,22,26,Rain,14,South,9,90
"February 04, 2019 at 02:00PM",Thunderstorms,26,22,26,Rain,14,South,9,90
"February 04, 2019 at 03:00PM",Thunderstorms,27,22,26,Rain,14,South,7,90
"February 04, 2019 at 04:00PM",Rain/Thunder,,22,26,Rain,16,South,3,90
"February 04, 2019 at 05:00PM",Rain/Thunder,,22,25,Rain,16,South,2,91
"February 04, 2019 at 06:00PM",Rain/Thunder,,22,25,Rain,14,Southeast,1,89
"February 04, 2019 at 07:00PM",Rain/Thunder,,22,24,Rain,10,South,0,92
"February 04, 2019 at 08:00PM",Rain/Thunder,,22,24,Rain,8,South,0,95
"February 04, 2019 at 09:00PM",Rain/Thunder,,22,23,Rain,8,South,0,95
"February 04, 2019 at 10:00PM",Heavy Rain,,22,23,Heavy Rain,10,South,0,94
"February 04, 2019 at 11:01PM",Heavy Rain,,22,23,Heavy Rain,10,Southwest,0,95
"February 05, 2019 at 12:00AM",Rain,,22,22,Rain,14,Southwest,0,97
"February 05, 2019 at 01:00AM",Rain,,22,22,Rain,10,South,0,96
"February 05, 2019 at 02:00AM",Rain,,22,22,Rain,6,South,0,96
"February 05, 2019 at 03:01AM",Showers,,22,22,Rain,6,South,0,97
"February 05, 2019 at 04:00AM",Rain,28,21,22,Rain,5,South,0,97
"February 05, 2019 at 05:00AM",Rain,27,21,22,Rain,6,Southwest,0,96
"February 05, 2019 at 06:00AM",Rain,27,21,22,Rain,5,Southwest,0,98
"February 05, 2019 at 07:00AM",Rain,27,21,22,Rain,5,Southwest,0,99
"February 05, 2019 at 08:00AM",Rain,27,21,23,Rain,5,Southwest,0,96
"February 05, 2019 at 09:00AM",Rain,27,21,23,Rain,6,South,1,96
"February 05, 2019 at 10:00AM",Rain,27,21,23,Rain,6,South,3,92
"February 05, 2019 at 11:00AM",Rain,27,21,23,Rain,13,Southeast,4,92
"February 05, 2019 at 12:00PM",Rain,26,21,24,Rain,11,Southeast,5,88
"February 05, 2019 at 01:00PM",Rain,26,21,24,Rain,11,Southeast,6,90
"February 05, 2019 at 02:00PM",Rain,25,21,24,Rain,10,Southeast,6,90
"February 05, 2019 at 03:00PM",Light Rain,26,21,26,Light Rain,8,Southeast,5,82
"February 05, 2019 at 04:00PM",Showers,,21,25,Rain Shower,10,Southeast,4,82
"February 05, 2019 at 05:00PM",Showers Early,,21,25,Cloudy,11,Southeast,2,80
"February 05, 2019 at 06:00PM",Showers Early,,21,24,Cloudy,11,Southeast,1,81
"February 05, 2019 at 07:00PM",Showers Early,,21,24,Cloudy,10,Southeast,0,81
"February 05, 2019 at 08:00PM",Showers Late,,21,23,Cloudy,8,Southeast,0,87
"February 05, 2019 at 09:00PM",Showers Late,,21,23,Cloudy,6,Southeast,0,90
"February 05, 2019 at 10:00PM",Showers Late,,21,22,Cloudy,5,Southwest,0,96
"February 05, 2019 at 11:02PM",Showers Late,,21,22,Cloudy,5,Southwest,0,94
"February 06, 2019 at 12:00AM",Showers Late,,21,22,Cloudy,3,Southwest,0,94
"February 06, 2019 at 01:00AM",Cloudy,,21,22,Cloudy,2,Southwest,0,92
"February 06, 2019 at 02:00AM",Cloudy,,21,22,Cloudy,2,Southwest,0,91
"February 06, 2019 at 03:00AM",Cloudy,,21,22,Cloudy,2,Southwest,0,91
"February 06, 2019 at 04:01AM",Thunderstorms,28,22,22,Cloudy,2,Southwest,0,91
"February 06, 2019 at 05:00AM",Thunderstorms,28,22,22,Cloudy,5,Northwest,0,94
"February 06, 2019 at 06:00AM",Thunderstorms,28,22,22,Cloudy,3,Northeast,0,93
"February 06, 2019 at 07:00AM",Thunderstorms,27,21,22,Cloudy,5,North,0,94
"February 06, 2019 at 08:00AM",Thunderstorms,28,22,22,Cloudy,5,North,0,91
"February 06, 2019 at 09:00AM",Thunderstorms,28,22,23,Cloudy,5,North,1,87
"February 06, 2019 at 10:00AM",Thunderstorms,28,22,24,Rain,6,North,3,84
"February 06, 2019 at 11:00AM",Thunderstorms,28,22,25,Light Rain,6,Northeast,4,78
"February 06, 2019 at 12:00PM",Thunderstorms,27,22,26,Cloudy,6,Northeast,5,77
"February 06, 2019 at 01:00PM",Thunderstorms,27,22,27,Cloudy,8,Northeast,6,74
"February 06, 2019 at 02:00PM",Thunderstorms,26,22,24,Rain,8,Northeast,6,90
"February 06, 2019 at 03:00PM",Thunderstorms,28,22,27,Cloudy,8,East,5,73
"February 06, 2019 at 04:00PM",Thunderstorms,,22,27,Cloudy,6,East,4,73
"February 06, 2019 at 05:00PM",Thunderstorms,,22,27,Cloudy,8,Southeast,2,75
"February 06, 2019 at 06:00PM",Thunderstorms,,22,26,Cloudy,5,Southeast,1,80
"February 06, 2019 at 07:00PM",Thunderstorms,,22,25,Rain,6,Southeast,0,87
"February 06, 2019 at 08:00PM",Heavy Rain,,21,24,Rain,5,Southeast,0,93
"February 06, 2019 at 09:00PM",Rain/Thunder,,21,23,Rain,8,South,0,94
"February 06, 2019 at 10:00PM",Rain/Thunder,,21,21,Rain Shower,13,Northwest,0,99
"February 06, 2019 at 11:00PM",Thunderstorms,,21,22,Rain,13,West,0,93
"February 07, 2019 at 12:00AM",Thunderstorms,,21,22,Rain,8,West,0,92
"February 07, 2019 at 01:00AM",Rain,,21,22,Rain,5,Northwest,0,93
"February 07, 2019 at 02:00AM",Rain,,21,22,Rain,6,Northwest,0,95
"February 07, 2019 at 03:00AM",Thunderstorms,30,21,22,Cloudy,5,Northwest,0,96
"February 07, 2019 at 04:00AM",Thunderstorms,30,21,22,Cloudy,6,Northwest,0,97
"February 07, 2019 at 05:00AM",Thunderstorms,30,21,21,Cloudy,5,North,0,96
"February 07, 2019 at 06:00AM",Thunderstorms,30,21,21,Cloudy,3,North,0,97
"February 07, 2019 at 07:00AM",Thunderstorms,30,21,21,Cloudy,5,North,0,96
"February 07, 2019 at 08:00AM",Thunderstorms,30,21,22,Cloudy,6,North,0,93
"February 07, 2019 at 09:00AM",Thunderstorms,29,21,23,Cloudy,6,North,2,91
"February 07, 2019 at 10:00AM",Thunderstorms,28,21,24,Mostly Cloudy,5,North,4,86
"February 07, 2019 at 11:00AM",Thunderstorms,27,21,25,Cloudy,5,North,6,81
"February 07, 2019 at 12:00PM",Thunderstorms,28,21,26,Rain Shower,5,North,5,82
"February 07, 2019 at 01:01PM",Thunderstorms,27,21,25,Light Rain,6,East,9,82
"February 07, 2019 at 02:00PM",Thunderstorms,27,21,24,Rain,10,Southeast,8,90
"February 07, 2019 at 03:00PM",Thunderstorms,26,21,24,Rain,10,Southeast,7,90
"February 07, 2019 at 04:00PM",Thunderstorms Early,,21,26,Light Rain,14,Southeast,5,82
"February 07, 2019 at 05:00PM",Thunderstorms Early,,21,24,Rain,16,South,4,90
"February 07, 2019 at 06:00PM",Thunderstorms Early,,21,27,Cloudy,16,Southeast,1,74
"February 07, 2019 at 07:00PM",Isolated Thunderstorms,,21,26,Cloudy,14,South,0,77
"February 07, 2019 at 08:00PM",Showers Early,,21,26,Mostly Cloudy,13,South,0,80
"February 07, 2019 at 09:00PM",Showers Early,,21,24,Mostly Cloudy,10,South,0,85
"February 07, 2019 at 10:00PM",Partly Cloudy,,21,24,Mostly Cloudy,8,South,0,87
"February 07, 2019 at 11:00PM",Partly Cloudy,,20,23,Partly Cloudy,6,Southwest,0,88
"February 08, 2019 at 12:00AM",Partly Cloudy,,20,23,Partly Cloudy,5,West,0,90
"February 08, 2019 at 01:00AM",Partly Cloudy,,20,22,Partly Cloudy,3,Northwest,0,92
"February 08, 2019 at 02:00AM",Partly Cloudy,,19,22,Partly Cloudy,3,Northwest,0,94
"February 08, 2019 at 03:00AM",Partly Cloudy,,21,22,Partly Cloudy,3,Northwest,0,94
"February 08, 2019 at 04:00AM",Thunderstorms,32,21,22,Partly Cloudy,5,Northwest,0,94
"February 08, 2019 at 06:00AM",Thunderstorms,32,21,21,Fair,5,North,0,94
"February 08, 2019 at 07:00AM",Thunderstorms,32,21,21,Fair,6,North,0,95
"February 08, 2019 at 08:00AM",Thunderstorms,32,21,23,Partly Cloudy,8,North,1,91
"February 08, 2019 at 09:00AM",Thunderstorms,32,21,26,Partly Cloudy,6,North,3,80
"February 08, 2019 at 10:00AM",Thunderstorms,32,21,28,Partly Cloudy,8,North,6,68
"February 08, 2019 at 11:00AM",Thunderstorms,32,21,30,Partly Cloudy,10,North,9,62
"February 08, 2019 at 12:00PM",Thunderstorms,32,21,31,Partly Cloudy,10,North,11,60
"February 08, 2019 at 01:00PM",Thunderstorms,30,21,32,Partly Cloudy,6,East,11,57
"February 08, 2019 at 02:00PM",Thunderstorms,28,21,26,Light Rain,13,Southeast,11,82
"February 08, 2019 at 03:00PM",Thunderstorms,27,21,26,Light Rain,16,South,11,82
"February 08, 2019 at 04:00PM",Thunderstorms Early,,21,26,Light Rain,18,South,9,82
"February 08, 2019 at 05:01PM",Thunderstorms Early,,21,26,Light Rain,19,South,5,82
"February 08, 2019 at 06:00PM",Thunderstorms Early,,21,29,Partly Cloudy,18,South,1,65
"February 08, 2019 at 07:00PM",Thunderstorms Early,,21,28,Partly Cloudy,14,Southeast,0,69
"February 08, 2019 at 08:00PM",Partly Cloudy,,21,27,Partly Cloudy,14,Southeast,0,76
"February 08, 2019 at 09:00PM",Partly Cloudy,,21,25,Partly Cloudy,10,South,0,83
"February 08, 2019 at 10:00PM",Partly Cloudy,,21,24,Partly Cloudy,5,South,0,85
"February 08, 2019 at 11:00PM",Partly Cloudy,,20,24,Partly Cloudy,5,Southwest,0,87
"February 09, 2019 at 12:00AM",Partly Cloudy,,21,23,Partly Cloudy,5,West,0,88
"February 09, 2019 at 01:00AM",Partly Cloudy,,20,23,Partly Cloudy,3,Northwest,0,90
"February 09, 2019 at 02:00AM",Partly Cloudy,,20,22,Partly Cloudy,3,Northwest,0,91
"February 09, 2019 at 03:00AM",Partly Cloudy,,19,22,Partly Cloudy,5,Northwest,0,91
"February 09, 2019 at 04:00AM",PM Thunderstorms,34,22,22,Partly Cloudy,5,Northwest,0,91
"February 09, 2019 at 05:00AM",PM Thunderstorms,34,22,22,Partly Cloudy,5,North,0,91
"February 09, 2019 at 06:00AM",PM Thunderstorms,34,22,22,Fair,5,North,0,92
"February 09, 2019 at 07:00AM",PM Thunderstorms,34,22,22,Partly Cloudy,6,North,0,94
"February 09, 2019 at 08:00AM",PM Thunderstorms,34,22,23,Partly Cloudy,6,North,1,90
"February 09, 2019 at 09:00AM",PM Thunderstorms,34,22,26,Fair,8,North,2,81
"February 09, 2019 at 10:00AM",PM Thunderstorms,33,22,28,Fair,8,North,4,70
"February 09, 2019 at 11:00AM",PM Thunderstorms,33,22,29,Fair,10,North,6,67
"February 09, 2019 at 12:00PM",PM Thunderstorms,33,22,32,Fair,10,Northeast,11,55
"February 09, 2019 at 01:00PM",Scattered Thunderstorms,32,21,33,Partly Cloudy,8,Northeast,11,53
"February 09, 2019 at 02:00PM",Scattered Thunderstorms,33,22,33,Partly Cloudy,10,East,11,54
"February 09, 2019 at 03:00PM",Scattered Thunderstorms,32,22,32,Rain Shower,11,Southeast,10,60
"February 09, 2019 at 04:00PM",Thunderstorms Early,,22,25,Rain,14,Southeast,7,90
"February 09, 2019 at 05:00PM",Thunderstorms Early,,22,24,Rain,14,Southeast,4,90
"February 09, 2019 at 06:00PM",Thunderstorms Early,,22,24,Rain,16,South,2,90
"February 09, 2019 at 07:00PM",Thunderstorms Early,,22,29,Partly Cloudy,14,South,0,69
"February 09, 2019 at 08:00PM",Thunderstorms Early,,22,27,Partly Cloudy,11,South,0,74
"February 09, 2019 at 09:00PM",Isolated Thunderstorms,,22,27,Partly Cloudy,10,Southeast,0,77
"February 09, 2019 at 10:00PM",Partly Cloudy,,21,26,Partly Cloudy,5,South,0,81
"February 09, 2019 at 11:00PM",Thunderstorms Early,,22,25,Partly Cloudy,5,South,0,86
"February 10, 2019 at 12:00AM",Mostly Clear,,22,24,Partly Cloudy,2,West,0,88
"February 10, 2019 at 01:00AM",Clear,,22,24,Fair,3,Northwest,0,89
"February 10, 2019 at 02:00AM",Clear,,22,24,Clear,3,Northwest,0,89
"February 10, 2019 at 03:00AM",Clear,,22,24,Clear,5,Northwest,0,91
"February 10, 2019 at 04:00AM",PM Thunderstorms,36,24,23,Clear,5,Northwest,0,90
"February 10, 2019 at 05:00AM",PM Thunderstorms,36,24,23,Clear,5,North,0,93
"February 10, 2019 at 06:00AM",PM Thunderstorms,36,24,23,Clear,5,North,0,92
"February 10, 2019 at 07:00AM",PM Thunderstorms,34,23,23,Sunny,8,North,0,91
"February 10, 2019 at 08:00AM",PM Thunderstorms,36,24,25,Fair,10,North,1,87
"February 10, 2019 at 09:00AM",PM Thunderstorms,36,24,27,Partly Cloudy,11,North,2,78
"February 10, 2019 at 10:00AM",PM Thunderstorms,36,24,29,Fair,13,North,4,72
"February 10, 2019 at 11:00AM",PM Thunderstorms,36,24,31,Sunny,18,North,7,63
"February 10, 2019 at 12:00PM",PM Thunderstorms,36,24,33,Sunny,16,North,11,54
"February 10, 2019 at 01:00PM",Scattered Thunderstorms,36,24,34,Sunny,18,North,11,50
"February 10, 2019 at 02:00PM",Scattered Thunderstorms,36,24,34,Sunny,14,North,11,51
"February 10, 2019 at 03:00PM",Scattered Thunderstorms,37,24,37,Fair,13,Northeast,11,44
"February 10, 2019 at 04:00PM",Thunderstorms Early,,24,37,Partly Cloudy,11,Northeast,9,43
"February 10, 2019 at 05:00PM",Thunderstorms Early,,24,36,Partly Cloudy,11,East,6,44
"February 10, 2019 at 06:00PM",Thunderstorms Early,,23,27,Rain Shower,8,Southeast,1,81
"February 10, 2019 at 07:00PM",Thunderstorms Early,,23,27,Rain Shower,8,Southeast,0,82
"February 10, 2019 at 08:00PM",Thunderstorms Early,,23,31,Partly Cloudy,6,Southeast,0,66
"February 10, 2019 at 09:00PM",Thunderstorms Early,,23,28,Partly Cloudy,6,North,0,76
"February 10, 2019 at 10:00PM",Partly Cloudy,,24,28,Fair,8,North,0,74
"February 10, 2019 at 11:00PM",Partly Cloudy,,24,27,Fair,10,Northwest,0,77
"February 11, 2019 at 12:00AM",Partly Cloudy,,24,27,Fair,10,Northwest,0,79
"February 11, 2019 at 01:00AM",Partly Cloudy,,24,26,Partly Cloudy,10,North,0,81
"February 11, 2019 at 02:00AM",Partly Cloudy,,24,26,Fair,8,North,0,83
"February 11, 2019 at 03:00AM",PM Thunderstorms,38,24,26,Fair,8,North,0,84
"February 11, 2019 at 04:00AM",PM Thunderstorms,38,24,25,Fair,10,North,0,84
"February 11, 2019 at 05:01AM",PM Thunderstorms,38,24,24,Fair,11,North,0,85
"February 11, 2019 at 06:00AM",PM Thunderstorms,38,24,26,Partly Cloudy,10,North,0,82
"February 11, 2019 at 07:00AM",PM Thunderstorms,38,25,26,Partly Cloudy,13,North,0,82
"February 11, 2019 at 08:00AM",PM Thunderstorms,38,25,27,Partly Cloudy,13,North,1,79
"February 11, 2019 at 09:00AM",PM Thunderstorms,38,25,29,Partly Cloudy,13,North,2,68
"February 11, 2019 at 10:01AM",PM Thunderstorms,38,25,31,Partly Cloudy,14,North,4,64
"February 11, 2019 at 11:00AM",PM Thunderstorms,38,25,32,Partly Cloudy,18,North,7,59
"February 11, 2019 at 12:00PM",PM Thunderstorms,38,25,36,Partly Cloudy,21,North,11,47
"February 11, 2019 at 01:00PM",Scattered Thunderstorms,37,24,36,Partly Cloudy,21,North,11,43
"February 11, 2019 at 02:00PM",Scattered Thunderstorms,38,24,37,Partly Cloudy,19,North,11,42
"February 11, 2019 at 03:01PM",Scattered Thunderstorms,39,24,38,Partly Cloudy,18,North,11,38
"February 11, 2019 at 04:00PM",Thunderstorms Early,,24,38,Partly Cloudy,14,North,9,38
"February 11, 2019 at 05:00PM",Thunderstorms Early,,24,38,Partly Cloudy,13,North,5,40
"February 11, 2019 at 07:00PM",Thunderstorms Early,,22,24,Thunderstorm,8,Northeast,0,90
"February 11, 2019 at 08:00PM",Thunderstorms Early,,23,24,Thunderstorm,10,Northeast,0,90
"February 11, 2019 at 09:00PM",Thunderstorms Early,,24,29,Mostly Cloudy,11,Northwest,0,69
"February 11, 2019 at 10:00PM",Thunderstorms Early,,23,28,Mostly Cloudy,11,Northwest,0,72
"February 11, 2019 at 11:00PM",Thunderstorms Early,,24,26,Rain Shower,10,Northwest,0,82
"February 12, 2019 at 12:00AM",Isolated Thunderstorms,,24,27,Rain Shower,10,North,0,80
"February 12, 2019 at 01:00AM",Partly Cloudy,,24,27,Partly Cloudy,10,North,0,78
"February 12, 2019 at 02:00AM",Partly Cloudy,,24,26,Partly Cloudy,10,North,0,81
"February 12, 2019 at 03:01AM",Partly Cloudy,,24,26,Partly Cloudy,10,North,0,81
"February 12, 2019 at 04:01AM",PM Thunderstorms,37,24,26,Partly Cloudy,10,North,0,83
"February 12, 2019 at 05:01AM",PM Thunderstorms,37,24,25,Partly Cloudy,10,North,0,84
"February 12, 2019 at 06:00AM",Thunderstorms,37,23,25,Partly Cloudy,10,North,0,85
"February 12, 2019 at 07:00AM",Thunderstorms,37,24,25,Partly Cloudy,10,North,0,83
"February 12, 2019 at 08:00AM",PM Thunderstorms,37,23,27,Fair,11,North,1,78
"February 12, 2019 at 09:00AM",PM Thunderstorms,37,23,28,Fair,11,North,2,72
"February 12, 2019 at 10:00AM",PM Thunderstorms,37,23,30,Partly Cloudy,19,Northwest,4,68
"February 12, 2019 at 11:00AM",PM Thunderstorms,35,23,31,Mostly Cloudy,19,Northwest,6,65
"February 12, 2019 at 12:00PM",PM Thunderstorms,35,23,34,Mostly Cloudy,14,Northwest,11,54
"February 12, 2019 at 01:00PM",Thunderstorms,35,23,34,Partly Cloudy,10,Northwest,11,54
"February 12, 2019 at 02:00PM",Thunderstorms,35,24,35,Partly Cloudy,10,Northwest,11,52
"February 12, 2019 at 03:01PM",Thunderstorms,35,24,35,Partly Cloudy,8,Southwest,11,55
"February 12, 2019 at 04:00PM",Thunderstorms,,24,35,Showers in the Vicinity,8,Southwest,8,55
"February 12, 2019 at 05:00PM",Thunderstorms,,24,27,Rain,11,South,5,90
"February 12, 2019 at 06:01PM",Thunderstorms,,24,27,Rain,13,Southeast,1,90
